county	state_abbrev	crime_rate_per_100000	MURDER	ROBBERY	BURGLRY
San Saba	TX	216.2341983	1	0	9
Polk	WI	216.211243	1	4	151
St. Bernard Parish	LA	216.1814084	0	33	133
Nevada	AR	215.9336288	0	4	61
Lebanon	PA	215.5204228	3	64	381
Colusa	CA	215.3759715	1	12	171
Anderson	KS	215.2716221	0	0	73
Pulaski	IN	215.2687015	0	1	42
Adair	MO	215.0789926	0	2	115
Big Horn	MT	214.6909983	0	1	4
Powell	MT	214.5002145	1	0	6
Isabella	MI	214.3790107	2	3	309
Simpson	KY	213.5671331	1	12	149
Runnels	TX	213.405762	0	0	45
Hale	TX	212.5041942	2	10	243
Lyon	KS	211.8770516	0	7	151
Sedgwick	CO	211.8644068	0	0	6
Dawson	MT	211.7522499	1	0	48
Middlesex	MA	211.2954517	8	757	5181
Ketchikan Gateway Borough	AK	211.2316993	0	4	31
Tyler	WV	211.2284603	0	0	46
Okanogan	WA	211.2009322	0	9	276
Thurston	WA	211.1377045	10	89	2150
Blount	AL	210.8100636	1	9	397
Clark	WA	210.6724168	7	230	2421
Grant	ND	210.3491796	0	1	11
Cumberland	IL	210.2568791	0	0	27
Piscataquis	ME	210.2312544	0	2	113
Onslow	NC	210.0205161	7	55	1321
Dent	MO	209.7902098	0	1	67
Baker	GA	209.5181084	0	0	7
Jefferson	WA	209.4693443	0	2	199
Custer	MT	209.1875157	0	0	18
Pulaski	VA	208.6533167	1	11	218
Zapata	TX	208.4781098	0	1	73
Pamlico	NC	208.4459199	0	3	57
Nowata	OK	208.4320227	0	1	53
Iosco	MI	208.4234535	0	3	202
New London	CT	208.2801386	5	99	662
Spotsylvania	VA	208.0912146	2	61	236
Washington	TX	207.9245615	1	9	175
Whatcom	WA	207.8961779	2	68	1221
Dinwiddie	VA	207.8555046	2	6	111
Brantley	GA	207.741089	1	5	229
Belknap	NH	207.7136543	0	13	359
Camden	MO	207.4688797	0	2	173
Brooks	TX	207.2682051	1	0	44
Henderson	KY	207.1331478	1	39	231
Stearns	MN	207.1114852	6	58	442
Morton	ND	206.96792	2	5	66
Crowley	CO	206.6892146	0	0	1
Ada	ID	206.5004418	3	81	1479
Lewis	WA	206.4437075	3	23	557
Oakland	MI	206.391478	33	610	4787
Marion	OH	206.357636	2	71	1283
Weber	UT	206.2728755	3	121	1307
Teller	CO	206.2298604	0	0	52
Wabash	IL	205.7436777	0	0	46
Lenawee	MI	205.6700407	4	22	335
Polk	TX	205.2849967	0	12	357
Johnson	AR	205.0607444	2	1	271
Brule	SD	204.9944092	0	0	18
Logan	CO	204.8997773	2	4	150
Roberts	SD	204.8580626	0	0	16
Pushmataha	OK	204.7538503	0	0	79
Roane	WV	204.6943231	0	0	37
Comanche	KS	204.6035806	0	0	2
Murray	OK	204.2007001	1	2	78
Schuylkill	PA	204.192758	4	34	446
Fayette	TN	204.1871285	1	11	126
Brown	IL	204.0816327	0	0	14
Amelia	VA	204.0015692	0	0	35
St. Clair	AL	203.9208416	9	20	341
Branch	MI	203.8992875	1	2	194
Lincoln	OK	203.7786382	1	2	275
Kiowa	OK	203.4043464	0	4	98
Ellsworth	KS	203.1884964	0	0	32
Montgomery	NC	203.1119655	4	6	241
Humphreys	TN	202.817519	0	0	74
Pine	MN	202.7212754	0	2	198
Titus	TX	202.5720512	0	4	272
Harrison	MS	202.5445293	10	170	2176
Greene	NY	202.2495099	0	6	213
Clay	KS	202.2364977	0	0	46
Coffey	KS	202.0922492	0	0	20
Izard	AR	201.9748654	0	1	148
Jefferson	MO	201.9006667	6	32	653
Bedford city	VA	201.7484869	0	3	21
Van Buren	IA	201.7213556	0	0	23
Hays	TX	201.6747526	4	37	799
Carroll	OH	201.5915119	0	0	80
Strafford	NH	201.4559405	2	42	479
Ravalli	MT	200.8671582	1	1	63
Greene	PA	200.856282	2	15	186
Allegan	MI	200.8335481	1	9	501
Snohomish	WA	200.8277105	16	437	5336
Catoosa	GA	200.5787693	3	18	347
Owyhee	ID	200.488145	2	0	42
McCracken	KY	200.3885396	4	50	360
Richland	OH	200.3728248	3	115	1833
McDonough	IL	200.2217841	0	2	141
Crawford	MO	199.6495946	3	1	150
Lunenburg	VA	199.5689311	0	1	44
Kenosha	WI	199.0975041	2	117	910
Swift	MN	199.0362455	0	0	40
Cochran	TX	198.938992	0	0	49
Taylor	KY	198.791026	3	18	209
White	AR	198.7691602	1	23	915
Moore	NC	198.7181587	6	41	686
Kenton	KY	198.5963407	3	153	1110
Warren	KY	198.5300329	6	81	838
Ventura	CA	198.1848932	21	617	3113
Walsh	ND	198.1268012	0	0	30
Stoddard	MO	198.1195433	1	5	174
Miami	KS	197.9594944	0	0	154
Wilson	KS	197.693575	0	1	65
Beaver	OK	197.6284585	0	0	25
Linn	IA	197.120924	4	101	1288
Archuleta	CO	196.8181073	0	1	65
Pinal	AZ	196.481315	13	114	2207
Mahaska	IA	196.2796092	0	1	121
Grays Harbor	WA	195.5598075	4	37	649
Washington	PA	195.4794771	5	91	731
Ness	KS	195.2489424	0	0	5
Mineral	NV	195.0585176	0	0	20
Bremer	IA	194.9317739	2	1	51
Gilchrist	FL	194.9087473	0	1	94
Tuolumne	CA	194.8992093	0	16	468
Otsego	MI	194.7863567	0	2	87
Muskingum	OH	194.7648156	3	55	647
Herkimer	NY	194.7616896	2	3	268
Sussex	VA	194.7502117	1	5	39
Logan	AR	194.7287383	0	1	196
Cherokee	NC	194.7240797	3	3	298
Northampton	PA	194.4688133	9	196	961
Skagit	WA	194.383904	2	46	1239
Berrien	GA	194.2461151	0	8	149
Austin	TX	194.1276389	1	5	142
Clark	KY	193.7440332	4	20	316
Cherokee	OK	193.6814045	0	6	265
Guadalupe	TX	193.4587207	2	31	601
Cleburne	AL	193.4106976	0	2	88
Fannin	TX	193.1132832	4	3	180
Braxton	WV	193.076817	0	2	39
Cumberland	VA	193.06981	0	0	22
Edgefield	SC	192.9187472	2	7	147
Macon	GA	192.7332429	1	5	103
Wright	IA	192.7227875	0	1	37
Coosa	AL	192.6959075	0	2	74
Pickens	GA	192.6717144	2	0	134
Cooper	MO	192.6673089	1	2	109
Ross	OH	192.5298421	0	35	1006
Juneau	WI	192.1121031	0	1	106
Queen Anne's	MD	191.6853886	1	8	169
Dodge	MN	191.6556096	0	2	52
Refugio	TX	191.6495551	0	2	22
Hamilton	KS	191.6443082	0	0	3
Roscommon	MI	191.5549263	0	2	130
Davidson	NC	191.5310244	0	84	1361
Dukes	MA	191.2378303	0	3	67
Marion	MS	190.9854851	1	12	255
Caribou	ID	190.9518214	0	0	10
Rabun	GA	190.9454881	1	1	136
Hillsdale	MI	190.8852303	0	2	180
Calhoun	AR	190.8032818	2	0	12
Redwood	MN	190.5487805	0	1	44
Franklin	VT	190.4998551	0	17	320
Howard	MD	190.4261606	5	178	1186
Columbia	AR	190.3658335	0	5	388
Pierce	WI	190.3553299	2	4	138
Cattaraugus	NY	190.1333469	1	17	432
Accomack	VA	190.0567153	2	15	179
Brown	SD	189.9385338	0	1	99
Rains	TX	189.7876186	0	0	53
Marin	CA	189.6541714	0	156	1253
Winnebago	WI	189.3347332	0	24	675
Koochiching	MN	189.3078904	0	0	71
Butte	ID	189.2505678	0	0	0
Floyd	IN	188.8673207	4	39	504
Falls	TX	188.6468873	1	4	70
Lincoln	NE	188.6216749	0	8	151
Sampson	NC	188.6204209	6	27	883
Crane	TX	188.5606537	0	0	13
Dawson	TX	188.26937	0	2	86
Warren	NY	188.2547408	1	9	170
Hettinger	ND	187.9699248	0	1	3
Cass	MO	187.7962262	1	21	346
Sawyer	WI	187.7308787	0	1	164
Natrona	WY	187.7168933	3	12	474
Okmulgee	OK	187.6362899	1	7	268
Franklin	MO	187.5933056	3	21	445
Wheatland	MT	187.4414246	0	0	1
Moody	SD	187.3828857	0	0	10
Lawrence	OH	187.3475782	1	20	388
Haskell	TX	187.2340426	0	0	30
Monroe	IA	187.2191712	0	0	33
White	GA	187.0705472	2	2	212
Churchill	NV	187.0091011	1	6	153
Bonneville	ID	186.9471804	0	15	423
Gallatin	MT	186.8665541	1	10	240
Campbell	KY	186.8378248	3	73	743
Marshall	AL	186.7876741	1	29	800
Van Zandt	TX	186.7342467	4	8	334
Erie	OH	186.7241742	6	35	577
Blanco	TX	186.5149678	0	0	48
Floyd	IA	186.4280388	0	1	39
Coos	OR	186.2496387	1	15	410
Menard	TX	186.2197393	0	0	2
Gooding	ID	185.6763926	0	1	133
McIntosh	OK	185.4291709	1	1	126
Montcalm	MI	185.4052769	1	7	339
Lafourche Parish	LA	185.2976601	4	31	700
Carroll	NH	185.2670583	0	12	250
Placer	CA	185.130231	2	140	1601
Norfolk	MA	185.0823347	4	280	2155
Box Elder	UT	185.0612277	0	7	188
Coryell	TX	185.0587988	3	25	397
St. Tammany Parish	LA	184.8695803	9	39	1003
Montgomery	MD	184.719434	14	878	2690
Sandusky	OH	184.6983261	0	16	353
Taos	NM	184.6526411	2	7	171
Mecklenburg	VA	184.560555	0	12	226
Valdez-Cordova Census Area	AK	184.3695585	0	0	11
Henry	GA	184.248418	5	123	1609
Cameron	PA	184.1997544	0	2	45
Lee	NC	184.1834534	4	39	418
Cherokee	IA	184.1774801	0	0	28
Lincoln	CO	184.1620626	0	0	12
Perquimans	NC	183.810014	2	7	119
Stafford	KS	183.5283322	0	0	27
Adams	NE	183.4862385	0	10	196
Lampasas	TX	182.9690436	0	2	87
Bee	TX	182.9324065	2	5	82
Routt	CO	182.8775571	1	4	55
Scott	AR	182.6484018	0	1	118
Carroll	MD	182.6167912	3	47	690
Beauregard Parish	LA	182.4867974	0	2	43
Whiteside	IL	182.4278541	0	8	248
Ward	ND	182.3797617	0	6	127
Sevier	UT	182.2367159	0	1	81
Fairbanks North Star Borough	AK	182.2055837	3	39	148
Alpena	MI	182.1869307	1	1	125
La Plata	CO	182.0433901	2	8	148
Nassau	NY	182.0069726	28	1091	2754
Union	IL	181.9939715	1	0	40
Lake	OH	181.8521951	1	102	637
Otero	CO	181.7890178	0	3	98
Jefferson	NY	181.58388	1	25	464
Lycoming	PA	181.5783613	2	81	515
Mountrail	ND	181.3139932	4	0	25
Walworth	SD	181.0282404	0	1	10
Marshall	IL	181.0252613	0	1	48
Mohave	AZ	180.7614638	12	57	1790
Menominee	MI	180.7406162	0	2	158
Upson	GA	180.6820748	1	16	269
Hamilton	TX	180.5054152	0	2	59
Phillips	KS	180.5054152	0	0	7
Clay	TN	180.0874711	0	0	42
Morgan	GA	179.9673809	0	9	104
Stanly	NC	179.7641626	0	22	537
Rogers	OK	179.6864472	0	11	313
Teton	WY	179.6299623	0	1	28
Johnston	NC	179.2467143	0	54	1508
Burke	NC	179.2034906	3	40	943
Macoupin	IL	179.1808874	0	1	141
Cayuga	NY	178.6680423	1	22	305
Kimble	TX	178.5315778	0	1	23
Sevier	AR	178.5097317	0	1	123
McIntosh	GA	178.4821875	1	4	146
Alamosa	CO	178.4285978	0	3	52
Gage	NE	178.3754116	0	2	138
Webster	MO	178.2482312	4	3	227
Douglas	MO	177.5804661	0	1	59
Barbour	AL	177.2787709	0	8	90
Henrico	VA	177.0183704	14	226	1176
Unicoi	TN	176.9715739	0	1	59
Montrose	CO	176.8476899	2	3	203
Shelby	AL	176.8047801	8	63	820
Monmouth	NJ	176.5998806	11	366	2556
Staunton city	VA	176.5913758	0	11	61
Rutland	VT	176.5035796	2	18	582
Cass	IA	176.4965436	0	0	83
Delaware	OK	176.4265171	1	0	165
La Salle	TX	176.4147103	0	1	13
Neshoba	MS	176.2293693	0	11	144
Henderson	NC	176.1913456	6	30	788
Comanche	TX	176.1726492	0	1	75
Taliaferro	GA	176.1597181	0	0	24
Montgomery	KY	176.1403251	0	19	363
Fulton	IL	176.0854014	0	5	148
Davie	NC	175.6750253	1	11	308
Fayette	IA	175.5926251	0	0	65
Coleman	TX	175.5823481	0	2	135
Dallas	MO	175.3855458	0	0	118
Audrain	MO	175.3633919	0	4	105
Washington	MO	174.7973939	1	2	142
Noble	OK	174.7335314	0	0	52
Grand Traverse	MI	174.4696456	0	9	227
Kosciusko	IN	174.4417224	2	6	179
Eaton	MI	174.4379223	1	36	411
Hopkins	TX	174.3286939	0	3	104
Palo Alto	IA	174.1970604	0	0	53
Guernsey	OH	174.0841659	3	16	286
Wheeler	TX	173.882803	0	0	14
Millard	UT	173.748223	0	0	52
Oneida	WI	173.7229959	0	0	148
Columbia	WA	173.6111111	1	0	47
Christian	MO	173.0552912	0	9	312
Bulloch	GA	172.7188474	4	61	514
Iowa	WI	172.638848	0	2	62
Towner	ND	172.6370306	0	0	10
Hall	GA	172.5745027	7	96	923
Wise	VA	172.4605189	4	12	235
Fayette	IL	172.2574796	0	0	91
Jersey	IL	172.2538757	0	0	80
Kandiyohi	MN	172.1292148	0	8	156
Deaf Smith	TX	172.0811389	0	6	98
Montgomery	PA	171.7185146	11	509	2325
White	IN	171.6668029	3	6	36
Ottawa	MI	171.6165324	2	38	1169
Caldwell	KY	171.5667161	0	3	113
Eagle	CO	171.5592833	2	4	116
Washita	OK	171.2622024	0	0	55
Burnet	TX	171.1430071	0	8	213
Newport	RI	171.1227351	1	20	452
Huntingdon	PA	170.7007485	1	2	149
Charlotte	VA	170.6623324	1	3	48
Harper	KS	170.6484642	0	0	21
Monroe	WV	170.5851813	0	3	39
Costilla	CO	170.5514497	0	0	8
La Crosse	WI	170.5037142	4	43	650
Montgomery	TX	170.4942731	12	221	2349
Stutsman	ND	170.4545455	0	0	91
Beaver	UT	170.3050008	0	0	12
Emmet	IA	170.0680272	0	1	49
Brown	KS	170.0510153	1	0	43
Sheboygan	WI	169.6803049	5	23	408
Prairie	MT	169.6352841	0	0	0
Halifax	VA	169.4867377	0	11	242
Martin	TX	169.4277108	0	0	14
Carter	TN	169.1722767	4	7	435
Perry	IL	169.0501211	0	0	62
Daviess	KY	169.0117901	1	50	669
Boulder	CO	169.0060894	0	97	1106
Lincoln	MO	168.956554	0	7	172
Olmsted	MN	168.8713763	3	55	644
Columbia	NY	168.6936684	0	18	262
Lavaca	TX	168.5307186	0	1	130
Washington	UT	168.4709066	3	30	516
Randolph	MO	168.40417	0	8	122
Bartholomew	IN	168.369206	1	25	382
Kennebec	ME	168.3668416	3	44	849
Kenai Peninsula Borough	AK	167.9878209	0	4	61
Tazewell	VA	167.7890393	2	7	288
Pocahontas	IA	167.7383282	0	0	23
Stanley	SD	167.72895	0	0	18
Will	IL	167.6847351	21	249	2416
Phillips	MT	167.5041876	0	0	3
Virginia Beach city	VA	167.4548864	21	327	1574
Duchesne	UT	167.4217057	0	0	96
Forrest	MS	167.4041968	4	67	486
Grainger	TN	167.3861334	0	2	105
Oscoda	MI	167.0843776	1	0	86
Orange	IN	166.8942497	0	2	60
Medina	TX	166.6701829	1	4	134
Stark	ND	166.5957748	0	3	29
Middlesex	NJ	166.3612488	13	585	3156
Baylor	TX	166.0210293	0	0	11
Lancaster	PA	165.9743202	15	331	1723
Tuscola	MI	165.8588725	0	2	227
Karnes	TX	165.7715006	2	1	98
Boyd	KY	165.6916091	1	33	374
Plaquemines Parish	LA	165.6050955	0	3	124
Randolph	NC	165.5245937	9	52	1210
Coweta	GA	165.1899685	2	54	609
Atchison	MO	165.1679207	0	0	15
Northampton	VA	164.9484536	0	7	76
Nottoway	VA	164.8386483	2	5	54
Lyon	MN	164.7898929	0	0	138
Perry	PA	164.6108599	0	9	174
Alexandria city	VA	164.5488005	0	139	284
LaPorte	IN	164.4485582	3	72	827
Carroll	MO	164.3475403	2	0	25
McClain	OK	164.3340363	0	10	322
Lake	CO	164.2485628	0	1	12
Acadia Parish	LA	163.9765931	4	20	162
Marquette	MI	163.9586411	2	2	188
Seneca	NY	163.8001638	0	3	119
Madison	KY	163.5705106	1	60	833
Franklin	GA	163.5694489	0	6	133
Langlade	WI	163.4738186	0	0	174
Jessamine	KY	163.4345166	2	30	536
Fremont	WY	163.422606	2	3	127
Miller	MO	163.3986928	0	1	190
Chattooga	GA	163.0996897	0	0	144
Texas	OK	163.0360944	0	6	77
Kane	IL	162.8972411	6	189	1601
Bryan	GA	162.8615375	0	8	122
Appling	GA	162.6898048	1	3	147
Oswego	NY	162.5882062	0	26	774
Montgomery	IN	162.4014459	1	6	275
McDowell	NC	162.3629368	0	9	488
Chester	PA	162.3261912	14	174	1423
Johnson	WY	162.2624015	1	0	13
Searcy	AR	162.0341518	1	0	19
Dubuque	IA	161.9695497	2	23	748
Shelby	MO	161.8908855	0	0	12
Gem	ID	161.8122977	0	0	41
Okfuskee	OK	161.5900461	1	0	126
Denton	TX	161.4985751	10	331	3084
Atascosa	TX	161.3827957	3	8	372
Outagamie	WI	161.3573983	1	31	419
Oktibbeha	MS	161.0831311	6	17	344
Buchanan	VA	161.03742	1	4	117
Jasper	IA	161.0218062	1	1	198
Baraga	MI	161.0120759	0	0	16
Beckham	OK	160.7649025	1	1	125
Daviess	IN	160.4591601	0	2	215
Nassau	FL	159.8203672	1	21	412
Crow Wing	MN	159.7899	1	4	313
Caldwell	NC	159.7755824	2	32	830
Eau Claire	WI	159.7034642	4	18	445
Delaware	IA	159.6897456	2	1	26
Roanoke	VA	159.3173945	2	14	317
Fairfield	OH	159.2025096	4	108	951
Ritchie	WV	158.8404646	0	1	30
Summit	UT	158.4991945	0	8	89
Gloucester	NJ	158.4758755	7	172	1768
Lapeer	MI	158.39075	0	6	273
Dade	MO	158.3531275	0	0	42
Jackson	IA	158.2682391	0	1	111
Piatt	IL	158.2182194	0	1	66
Ontonagon	MI	158.1777918	0	0	22
Steuben	NY	158.1348201	0	15	348
Buckingham	VA	157.5630252	0	4	210
Alger	MI	157.5299307	1	1	32
Valley	MT	157.2739187	0	0	9
Washington	OR	157.1182495	10	219	1652
Chippewa	MN	157.1156868	1	0	12
Borden	TX	156.9858713	0	0	3
Ferry	WA	156.9448077	0	0	15
Lincoln	WI	156.8818854	0	0	170
Chelan	WA	156.826693	1	17	466
Madison	GA	156.8236091	0	7	193
Foard	TX	156.6170713	0	0	1
Bleckley	GA	156.6048078	0	5	105
Mifflin	PA	156.5985928	0	4	138
Long	GA	156.400385	1	3	154
Iron	MI	156.3042723	0	0	65
Fayette	OH	156.25	0	16	365
Trinity	CA	156.1570494	4	1	81
Liberty	FL	155.7072703	1	0	22
Barry	MI	155.6762611	0	2	172
Greenwood	KS	155.6662516	1	0	31
Bolivar	MS	155.6580223	0	30	141
Chatham	NC	155.6490115	1	18	504
Westmoreland	PA	155.6132514	6	118	1000
Fisher	TX	155.6016598	0	0	34
Bennington	VT	155.4870564	0	4	277
West Feliciana Parish	LA	155.4001554	0	2	38
Pitkin	CO	155.3599171	0	1	26
Nez Perce	ID	155.3300764	0	10	324
Rutherford	NC	155.3258857	1	14	863
Rockland	NY	155.1870815	2	144	540
Arenac	MI	154.9686834	0	2	74
Talbot	GA	154.8946716	1	3	29
Meagher	MT	154.8786784	0	0	2
Summers	WV	154.8330015	0	4	102
Genesee	NY	154.7414808	0	8	266
Ulster	NY	154.697842	1	38	731
Johnston	OK	154.6860783	1	0	17
Prowers	CO	154.5846554	0	2	61
Rawlins	KS	154.4998069	0	1	8
Hall	TX	154.3686323	0	0	17
Haines Borough	AK	154.3209877	0	0	2
Grady	GA	154.2843579	0	5	130
Antrim	MI	154.0436457	0	0	95
Dixon	NE	153.8198599	0	0	26
Monona	IA	153.4919417	0	2	24
Hardin	TX	153.382536	3	12	192
Twiggs	GA	153.2838109	0	4	59
Clarion	PA	153.2371345	2	3	137
Houston	TX	152.7650474	1	1	131
Delta	TX	152.7300496	0	1	66
Rio Grande	CO	152.5036008	2	5	72
Oceana	MI	152.4099829	3	3	149
Moniteau	MO	152.4003048	0	6	63
Bertie	NC	152.3790798	0	8	120
Santa Rosa	FL	152.0832299	0	27	597
Limestone	AL	151.9500253	4	25	398
Orange	NC	151.7612859	5	60	1056
Currituck	NC	151.6642072	0	2	114
Spink	SD	151.2859304	0	0	7
Sullivan	NH	151.2190583	2	2	168
Lake	IL	151.0627736	6	266	2474
Union	IA	150.9973774	0	0	43
DeSoto	MS	150.9747979	2	57	932
Burlington	NJ	150.8302317	2	247	1938
Lincoln	ID	150.5174036	0	1	9
Montgomery	MO	150.4387798	0	1	51
Paulding	GA	150.3912896	1	32	687
McLeod	MN	150.3424467	1	1	97
Kerr	TX	150.1411327	2	8	221
Jay	IN	150.0234412	0	4	52
Marshall	KS	149.970006	0	0	44
Latah	ID	149.692736	0	4	164
Jackson	KS	149.6333982	0	0	64
Johnson	KS	149.2239824	8	126	1534
Orleans	NY	149.1653842	0	9	192
Simpson	MS	149.0909091	0	5	133
Jackson	GA	149.0727999	0	9	242
Grant	IN	149.0032694	3	51	392
Southampton	VA	148.940865	0	4	94
Judith Basin	MT	148.8095238	0	0	0
McPherson	KS	148.8044912	1	2	313
Pennington	MN	148.7462813	1	1	42
Culpeper	VA	148.4352451	1	14	103
Concho	TX	148.40465	0	0	4
Shelby	OH	148.3981135	0	18	362
Union	OR	148.1365975	0	2	188
Bingham	ID	147.9355266	0	5	212
Dickinson	KS	147.8912744	0	1	158
Brazoria	TX	147.7704229	8	91	1551
Todd	MN	147.6499057	0	1	89
Gasconade	MO	147.6410979	0	1	74
Collin	TX	147.640674	11	394	3489
Marion	IA	147.3595573	0	0	73
Pend Oreille	WA	147.3325062	3	1	162
Young	TX	147.2111662	0	1	130
Iowa	IA	146.9687691	0	1	40
Grant	WI	146.8601304	0	1	172
Prince William	VA	146.8375211	2	214	944
Perry	MO	146.8120805	0	2	64
Jefferson	PA	146.7775653	1	6	140
Chittenden	VT	146.6946682	1	32	1013
Washburn	WI	146.627566	0	0	63
Brunswick	NC	146.5728831	1	25	1341
Jackson	CO	146.5201465	0	0	2
Columbia	WI	146.505922	0	3	224
Fulton	AR	146.2938882	0	1	34
Wise	TX	146.047687	1	7	235
Bradford	PA	146.0299121	0	5	284
Columbia	OR	145.9143969	0	6	177
Transylvania	NC	145.8833541	0	8	176
Greer	OK	145.8434614	0	1	10
Gibson	IN	145.7812686	0	2	84
Cassia	ID	145.7288586	2	1	70
Charlevoix	MI	145.4322783	0	0	60
Smyth	VA	145.3304688	2	7	131
Madison	TX	145.1273492	0	5	58
Logan	KY	145.1108796	1	8	156
Colfax	NM	145.1046281	0	3	168
Grundy	MO	144.8575567	1	0	69
Sabine	TX	144.7736705	0	5	40
Mason	KY	144.6926728	0	5	139
Dallas	IA	144.6925952	1	3	193
Monroe	GA	144.5300919	0	6	126
San Juan	CO	144.5086705	0	0	4
Caledonia	VT	144.4298232	1	6	256
Hot Springs	WY	144.4192284	0	0	14
Jefferson Davis Parish	LA	143.7653749	0	11	97
Erath	TX	143.7288819	0	3	217
York	ME	143.4079957	6	54	1025
Umatilla	OR	143.3785193	4	18	569
Choctaw	MS	143.3520487	0	0	20
Williamson	TX	143.0955343	3	126	1402
Greensville	VA	143.025408	0	0	35
Ellis	TX	142.9707134	6	44	722
Potter	PA	142.8816369	1	0	89
Morgan	WV	142.8734713	0	1	96
Story	IA	142.847867	0	8	449
Jo Daviess	IL	142.8125139	0	0	56
Benton	MN	142.8061407	0	8	121
Lemhi	ID	142.6348548	0	0	16
Stafford	VA	142.5563646	1	41	227
Power	ID	142.5055059	0	0	14
Pontotoc	MS	142.4086481	1	4	181
Island	WA	142.130176	1	5	520
Goodhue	MN	142.0454545	0	6	203
Sumter	FL	141.9817666	0	17	321
Saline	MO	141.9232754	1	3	111
Wabaunsee	KS	141.8238548	0	0	13
Louisa	IA	141.8188264	0	0	35
Rock	NE	141.7434444	0	0	2
Hopkins	KY	141.5276408	2	13	269
Wasco	OR	141.3039212	2	11	161
Androscoggin	ME	141.2586893	0	63	767
Morrow	OR	141.1432604	1	1	80
Johnson	MO	141.097999	2	9	280
Suffolk	NY	141.0913106	23	745	4349
Fulton	KY	140.9553641	0	4	36
Habersham	GA	140.8775982	0	1	269
Chautauqua	KS	140.7657658	0	0	19
Charles Mix	SD	140.6774159	1	0	29
Stephens	TX	140.586136	0	0	41
Gratiot	MI	140.5833016	0	1	121
Bailey	TX	140.5678943	1	1	77
Kiowa	CO	140.5481377	0	0	0
Harrison	KY	140.4039313	0	9	161
Franklin	PA	140.0532597	5	47	494
Clearwater	ID	139.9090591	0	0	43
Orleans	VT	139.8652876	0	0	174
Bell	KY	139.8601399	0	22	167
Boone	KY	139.8241751	3	64	627
Burleson	TX	139.7868251	1	2	61
Aitkin	MN	139.7535256	0	2	181
Scioto	OH	139.4700139	0	49	770
St. John the Baptist Parish	LA	139.3935239	8	26	423
Sauk	WI	139.3242773	1	7	225
Towns	GA	139.2628354	0	1	38
Latimer	OK	139.2111369	0	0	22
Lee	VA	138.9716101	1	11	115
Graves	KY	138.8480948	6	7	215
Woodford	KY	138.4767557	0	7	186
Wayne	NY	138.4187817	1	17	431
Archer	TX	138.2329225	0	0	27
St. Charles	MO	138.1544599	4	65	825
Bureau	IL	138.0079868	0	3	140
Anoka	MN	137.8359752	1	88	1265
Val Verde	TX	137.7948707	1	10	207
Hardin	IA	137.6067886	0	1	68
Ontario	NY	137.4847621	2	22	434
Isle of Wight	VA	137.4242764	4	11	106
Allegany	NY	137.1884679	2	3	217
Cheshire	NH	137.0578253	0	18	220
Lorain	OH	137.0419414	5	175	2196
Delaware	NY	136.9804375	1	7	175
Benton	IN	136.8769248	0	0	16
Clark	KS	136.7989056	0	0	13
Cass	MI	136.7751878	3	2	350
Greene	NC	136.5862849	0	3	202
Idaho	ID	136.5103003	0	0	48
Manitowoc	WI	136.3850522	0	14	252
Coal	OK	136.3558889	0	0	22
Red River	TX	136.3271852	0	3	105
Hale	AL	136.3105284	0	2	66
Calhoun	FL	136.2212233	0	0	33
Bollinger	MO	136.1088871	1	0	42
Reeves	TX	136.0544218	2	3	44
Charlton	GA	135.7978121	0	1	45
Baca	CO	135.7957632	0	0	2
Arlington	VA	135.6122113	5	118	288
Darke	OH	135.558271	0	12	338
Avery	NC	135.4937052	0	1	61
Rice	MN	135.2826331	0	18	248
Clay	MN	135.1774616	0	5	191
Douglas	OR	134.6549467	1	37	658
Pike	IN	134.0376882	1	0	37
Goliad	TX	133.9584729	0	2	39
Walthall	MS	133.949501	1	2	83
Dunn	WI	133.7201396	0	1	126
Roger Mills	OK	133.5826877	0	1	3
Washington	ME	133.5818577	0	1	245
Lamar	AL	133.4644563	0	2	32
Love	OK	133.4428249	0	1	29
Ohio	KY	133.4000334	3	1	132
Montague	TX	133.3128237	0	2	109
Sitka City and Borough	AK	133.037694	0	1	17
Otsego	NY	132.9377624	0	14	195
Trigg	KY	132.9322046	0	2	55
Cumberland	ME	132.7700241	1	137	1332
Knox	TX	132.7316167	0	0	7
Ionia	MI	132.6611833	1	2	235
Carlton	MN	132.5437112	1	3	132
Lawrence	SD	132.4769169	0	0	66
Alcona	MI	132.3501607	0	0	73
Itawamba	MS	132.2864214	1	2	76
Vermillion	IN	132.2584708	0	1	53
Rio Blanco	CO	132.2168356	0	1	15
McCulloch	TX	132.0528211	0	0	57
Trinity	TX	132.0086153	1	1	71
Sanders	MT	132.0073924	2	0	16
Somerset	PA	131.9916362	2	8	209
Rusk	WI	131.9902744	0	1	40
Lincoln	NC	131.6779533	3	16	649
Williamsburg city	VA	131.5270288	0	8	37
Chippewa	WI	131.4705696	0	7	242
Holt	MO	131.3485114	0	0	37
Osborne	KS	130.9586171	0	0	23
Cortland	NY	130.6762496	1	19	249
Griggs	ND	130.6620209	0	0	3
Clinton	MI	130.3118362	1	16	240
Clark	MO	130.2460203	0	0	16
Manassas Park city	VA	130.0390117	0	1	20
Watauga	NC	129.8403727	1	6	201
Ramsey	ND	129.8251688	0	2	64
Washington	VT	129.8066387	1	9	358
Lee	AR	129.8052921	0	6	87
Moffat	CO	129.7412806	1	0	47
