Site_Name,Year_Recorded,longitude,latitude
Railroad Overpass at Ocmulgee,1979,-83.59973065099996,32.841092941000056
Cromer's Mill Covered Bridge,1976,-83.26567408199998,34.274960554000074
Howard's Covered Bridge,1975,-83.13338727399997,33.985924778000026
Little Cumberland Island Lighthouse,1989,-81.41304290999994,30.975949869000033
"Sherman, John, Memorial Gateway",1983,-82.54056732899994,40.75892543900005
Knowlton Covered Bridge,1980,-81.15718847199997,39.60119786900003
Smith Road Bridge,1980,-83.03556271299999,40.92699582800003
"S Bridge, National Road",1966,-81.37413791599994,40.045261727000025
Harshaville Covered Bridge,1976,-83.54442406599998,38.90790986500008
Harpersfield Covered Bridge,1975,-80.94424287799995,41.756288264000034
Kirker Covered Bridge,1975,-83.60355708799995,38.78416432800003
Blackwood Covered Bridge,1978,-81.97468747699997,39.19732397200005
Wiswell Road Covered Bridge,1973,-80.96379348199997,41.53318386400008
Palos Covered Bridge,1977,-82.07187056399994,39.525263504000065
Martinsville Road Covered Bridge,1974,-83.83492586499995,39.32985628600005
Helmick Covered Bridge,1975,-81.94270282699995,40.39312370400006
Cleveland And Pittsburgh Railroad Bridge,1975,-81.53408829899996,41.38467339400006
"Huntington, John, Pumping Tower",1979,-81.93364546099997,41.490564611000025
Chambers Road Covered Bridge,1974,-82.81785261699997,40.33825652200005
Detroit-Superior High Level Bridge,1974,-81.70235762599998,41.494199114000025
Garfield Memorial,1973,-81.59132382899998,41.510137275000034
Hessler Court Wooden Pavement,1975,-81.60547195799995,41.51096420700003
Kidwell Covered Bridge,1977,-82.10358060899995,39.455767183000034
Hizey Covered Bridge,1976,-82.66907322799995,39.898154213000055
John Bright No. 1 Iron Bridge,1978,-82.67418344499998,39.82933824600008
Lorain-Carnegie Bridge,1976,-81.69153752299997,41.49066185500004
"Bright, John, Covered Bridge",1975,-82.67304590599997,39.83061599600006
Superior Avenue Viaduct,1978,-81.70427925799999,41.494637709000074
Campbell Mound,1970,-83.08074468999996,39.990063647000056
Detroit Avenue Bridge,1973,-81.83111810699995,41.48261825600008
Indian Run Cemetery Stone Walls,1979,-83.11516291599997,40.10213061800005
Buckeye Furnace Covered Bridge,1975,-82.45949632699995,39.054482181000026
B & O Railroad Viaduct,1976,-80.74413910999994,40.013241393000044
Mill Road Bowstring Bridge,1979,-82.27254485999998,40.27644934500006
First Concrete Street In U.S.,1974,-83.75923411999997,40.36077820000003
Fairport Marine Museum,1971,-81.27744760299998,41.756855151000025
McColly Covered Bridge,1975,-83.92417772599998,40.40103628500003
Mound Cemetery Mound,1974,-81.92333025099998,39.113400383000055
Foreaker Bridge,1975,-81.12082486099996,39.65557482000003
Scottown Covered Bridge,1975,-82.38011299099998,38.547852043000034
Newton Falls Covered Bridge,1974,-80.97131473199994,41.18800854400007
Story Mound State Memorial,1973,-82.99946110099995,39.34208414700004
Mt. Olive Road Covered Bridge,1976,-82.58916967699997,39.286245148000035
Eakin Mill Covered Bridge,1976,-82.33688881599994,39.171290629000055
Hope Furnace,1973,-82.34017650299995,39.332000092000044
Reed Covered Bridge,1975,-83.38054229699998,40.14976468100008
Y Bridge,1973,-82.01323806199997,39.94043244900007
Huffman Covered Bridge,1975,-81.37013235799998,39.66027300700006
Dresden Suspension Bridge,1978,-82.00018116299998,40.12056073300005
Caledonia Bowstring Bridge,1978,-82.96539980599994,40.64266437800006
Harding Tomb,1976,-83.12284357999994,40.573126510000066
"Black River Viaduct, Baltimore And Ohio Railroad",1976,-82.04114918299996,41.02737476300007
Mill Creek Park Suspension Bridge,1976,-80.68888574999994,41.073280444000034
Ponn Humpback Covered Bridge,1973,-82.37616083499995,39.04792744100007
Interurban Bridge,1972,-83.72840241499995,41.48639844400003
Bellville Bandstand,1973,-82.50793641499996,40.620268932000045
South Salem Covered Bridge,1975,-83.31434267999998,39.33435452800006
Byer Covered Bridge,1975,-82.63110400899996,39.17952361000005
Marblehead Lighthouse,1969,-82.71160708199994,41.53638600200003
Bowman Mill Covered Bridge,1978,-82.36097827599997,39.798120751000056
War Of 1812 Battle Site,1972,-82.74517566999998,41.51417556800004
Tinkers Creek Aqueduct,1979,-81.60889398999996,41.36475454400005
West Fifth Street Bridge,1985,-80.79775778499999,41.900415089000035
National Road,1985,-81.50237032099994,40.027028216000076
Lock No. 32,1979,-81.55878669299994,41.26619468100006
Lock No. 31,1979,-81.54601149899997,41.25184361000004
Lock No. 30 and Feeder Dam,1979,-81.55359183199994,41.24487125300004
Lock No. 29 and Aqueduct,1979,-81.55047147099998,41.242814416000044
Lock No. 28,1979,-81.55229679399997,41.23280683000007
Lock No. 27,1979,-81.57065365499994,41.20308089900004
Lock No. 26,1979,-81.58123330699993,41.185552349000034
Lock No. 33,1979,-81.56090594999995,41.27663338200006
Lock No. 34,1979,-81.56447765199994,41.28922675800004
Lock No. 35,1979,-81.58198547399996,41.31057780400005
Lock No. 37 and Spillway,1979,-81.59710339299994,41.356799661000025
Lock No. 38 and Spillway,1979,-81.64866505799995,41.37223831000006
Lock No. 39 and Spillway,1979,-81.62492289599999,41.39038512900004
Ohio and Erie Canal Deep Lock,1974,-81.55241687499995,41.23289633300004
Zero Gravity Research Facility (B-2),1985,-81.86396082299996,41.41220851700007
Spacecraft Propulsion Research Facility,1985,-82.68360677899994,41.36710614700007
Furnace Run Aqueduct,1979,-81.57255018599994,41.20172026800003
Bergstresser Covered Bridge,1974,-82.81653101299997,39.83007893200005
Station Road Bridge,1979,-81.58756031999997,41.31937697700005
Mull Covered Bridge,1974,-83.18435797199999,41.26060253500003
Bennett Schoolhouse Road Covered Bridge,1978,-82.80716394999996,38.829302306000045
Parker Covered Bridge,1975,-83.24460975399995,40.90320718400005
Swartz Covered Bridge,1976,-83.16917053199995,40.77070813600005
Johnson Road Covered Bridge,1984,-82.78759887399997,38.95872535800004
Old Elyria Water Tower,1979,-82.11492851699995,41.35249026500003
Lake Hamilton Dam,1984,-80.59161918099994,41.03694465800004
White Bridge,1983,-80.61321145199997,41.02692983700007
Church Hill Road Covered Bridge,1975,-80.72459461499994,40.78717393800008
Parks Covered Bridge,1974,-82.27928525699997,39.85229934900008
Belle Hall Covered Bridge,1976,-82.64053943199997,40.23550550500005
Salt Creek Covered Bridge,1974,-81.83978460599997,39.998764331000075
Harra Covered Bridge,1976,-81.64778365599994,39.487856269000076
Hildreth Covered Bridge,1978,-81.36140284699997,39.42737658500005
Hune Covered Bridge,1976,-81.25039408899994,39.51074760700004
Rinard Covered Bridge,1976,-81.22279212399997,39.53684474900007
Shinn Covered Bridge,1976,-81.76100683199996,39.46284140600005
Ballard Road Covered Bridge,1975,-83.81508746099996,39.67825071300007
Rock Mill Covered Bridge,1976,-82.71331971399997,39.74894201500007
Eagle Creek Covered Bridge,1975,-83.71489557299998,38.76973607000008
Root Covered Bridge,1975,-81.75436120499995,39.342502429000035
"""S"" Bridge II",1973,-81.74647266799997,39.99300795800008
Lynchburg Covered Bridge,1976,-83.79443239199998,39.24507156900006
MISSISSIPPI III,1983,-81.44972597999998,39.412561021000045
"BOECKLING, G.A., (side-paddlewheel steamboat)",1983,-82.71487148499995,41.457976802000076
"FRANCIS, JOSEPH, IRON SURF BOAT",1979,-82.36700382999999,41.42480061800006
Cleveland West Pierhead Light,1983,-81.71761701199995,41.50905677500003
Toledo Harbor Light,1983,-83.42144930199998,41.717980606000026
West Sister Island Light,1983,-83.11049718899994,41.73708484200006
Niles Car & Manufacturing Company Electric Railway Interurban Combine No. 21,1987,-83.00195560599997,40.09018079300006
USS COD (submarine),1986,-81.69198615199997,41.51029501800008
"Chaney, O. P., Grain Elevator",1988,-82.80639141699999,39.84447219600003
"Harper Mausoleum and Harper, George W., Memorial Entrance",1988,-83.81228432999995,39.75416902200004
Dean Road Bridge,1978,-82.34461776999996,41.34895465300008
Ashtabula Harbor Light,1983,-80.79565107099995,41.91842496700008
"W.P. SNYDER, JR. (steamboat)",1970,-81.46313563999996,39.42025762700007
DONALD B (towboat),1989,-83.94354411899997,38.788835678000055
South Bass Island Light,1990,-82.84143950099997,41.62949217500005
Vesuvius Furnace,1990,-82.63007796799997,38.605461674000026
O'Shaughnessy Dam and Bridge,1990,-83.13707676299998,40.15379783600008
Mark Road Bridge,1990,-83.47286772799998,39.48695106200006
Great American Racing Derby,1990,-82.68251879399998,41.48064720800005
"Dentzel, William H., 1924 Carousel",1990,-82.68108201699994,41.48066818600006
"Dentzel, William H., 1921 Carousel",1990,-82.69318453699998,41.485462780000034
Huron Harbor Light,1991,-82.54376139199996,41.404553461000035
Cleveland East Pierhead Light,1991,-81.71523341199998,41.510242584000025
Conneaut Harbor West Breakwater Light,1992,-80.55777264699998,41.97990541300004
"Market Street Section, Retaining Wall and Water Trough",1992,-80.62538813699996,40.36392916900007
Ohio State Route 51 Bridge Over the Portage River,1994,-83.29556619099998,41.477032198000074
Marion Cemetery Receiving Vault,1995,-83.12222912399994,40.57611045500005
Zoarville Bridge,1997,-81.39138119399996,40.57729444600005
Rodrick Bridge,1998,-82.44056640499997,40.068165133000036
Oberlin Gas Lighting Company Gasholder House,1998,-82.21569508299996,41.284456050000074
Glenville Truss Bridge,1998,-80.83876571399998,38.93285560500004
Stouts Mill Bridge,1998,-80.73154487299996,38.896434603000046
Adams Covered Bridge,1999,-82.03261803499998,39.624371573000076
Barkhurst Mill Covered Bridge,1999,-81.83413816699994,39.50288642600003
Helmick Mill Covered Bridge,1999,-81.94210097799998,39.719838553000045
Anclote Key Lighthouse,1999,-82.84486581999994,28.166958287000057
Roanoke Star,1999,-79.93240394099996,37.25098349500007
West Second Street--Swartz Creek Bridge,1999,-83.69938408099995,43.01064127600006
Beach-Garland Street--Flint River Bridge,1999,-83.69424774599997,43.01972174200006
Mower Road--Cole Drain Bridge,1999,-83.96844621699995,43.32744653900005
Gillespie Street--Clinton River Bridge,2000,-83.29759741199996,42.62604331400007
Masters Road--Belle River Bridge,2000,-82.85795524299994,43.839977255000065
Derby Street--Grand Trunk Western Railroad Bridge,2000,-83.20299424999996,42.55415080100005
Trowbridge Road--Grand Trunk Western Railroad Bridge,2000,-83.23073547799999,42.58062926300005
Vernier Street--Swan Creek Bridge,2000,-82.65810713799993,42.680584673000055
Indian Trail Road--Belle River Bridge,2000,-82.54926969399997,42.77504369900004
Jeddo Road--South Branch Mill Creek Drain Bridge,2000,-82.83695719099995,43.143496879000054
Wadhams Road--Pine River Bridge,2000,-82.55768151599995,42.87146400600005
US 12 Bridges,2000,-83.16068325099997,42.32658039300003
US 12 Bridges,2000,-83.16188376099996,42.32619752900007
East River Road-- North Hickory Canal Bridge,2000,-83.15054156399998,42.09613668600008
Parke Lane Road--Thorofare Canal Bridge,2000,-83.14389668599995,42.168036674000064
Seventh Street--Black River Bridge,2000,-82.42751074199998,42.97626923900003
Lilley Road--Lower Rouge River,2000,-83.45655197699995,42.27955540800008
West Jefferson Avenue--Rouge River Bridge,2000,-83.12867400099998,42.28071058900008
Jefferson Avenue--Huron River and Harbin Drive--Silver Creek Canal Bridges,2000,-83.21445486699997,42.04241700600005
Jefferson Avenue--Huron River and Harbin Drive--Silver Creek Canal Bridges,2000,-83.21435288499998,42.04295932200006
Waltz Road--Huron River Bridge,2000,-83.40281835199994,42.16110211900008
Gibraltar Road--Waterway Canal Bridge,2000,-83.19052545299996,42.09492975500007
Antietam Street--Grand Trunk Railroad,2000,-83.03458587299997,42.345368886000074
Chestnut Street--Grand Trunk Railroad,2000,-83.03407731699997,42.34465746700005
Fort Street--Pleasant Street and Norfolk & Western Railroad Viaduct,2000,-83.14832769599997,42.284486453000056
South Pointe Drive--Frenchman's Creek Bridge,2000,-83.17228245399997,42.102481305000026
Ferry Street--Thorofare Canal Bridge,2000,-83.15619301099997,42.13799729700003
Warren County Fire Tower,2000,-78.08070191099995,36.36100479800007
Gugel Bridge,2000,-83.77636160399999,43.329031497000074
Teegarden--Centennial Covered Bridge,2000,-80.82691162599997,40.82178491600007
Fairport Harbor West Breakwater Light,1992,-81.28134278799996,41.767293910000035
Blackburn Point Bridge,2001,-82.49448644199998,27.179910792000044
Seaboard Air Line Dining Car--#6113,2001,-80.08915648499999,26.34248860300005
Seaboard Air Line Lounge Car--6603,2001,-80.08925668799998,26.342489240000077
General U.S. Grant Bridge,2001,-82.99678308799997,38.73061118000004
General U.S. Grant Bridge,2001,-82.99800469399997,38.724913583000045
General U.S. Grant Bridge,2001,-82.99678308799997,38.73061118000004
Jackson Branch Bridge No. 15,2001,-83.94599326799994,41.94329126300005
Kesler Covered Bridge,1975,-83.38752923299995,34.42419699100003
Johnstown Flood National Memorial,1966,-78.77972336299996,40.34178827200003
Moores Creek Bridge,2001,-80.32541474799996,27.450767916000075
SS AMERICAN VICTORY (Victory ship),2002,-82.44411206099994,27.945320473000038
USCG Cutter DUANE,2002,-80.38124739199998,24.99163575400007
West Orange Road--Thomas Bridge,2002,-83.04555979199995,40.175271088000045
Carter Hydraulic Rams,2002,-80.73189062299997,36.76770215400006
Rotary Park Bridge,2002,-82.39414666999994,38.418765198000074
Inter County Highway 360,2002,-82.45771567399999,39.55753349300005
Inter County Highway 360,2002,-82.47145613199996,39.563306725000075
Chesapeake and Ohio 1308 Steam Locomotive,2003,-82.47695044799997,38.405178084000056
Amelia Island Lighthouse,2003,-81.44243657599998,30.67338266300004
Concrete--Central Elevator,2003,-78.85523377199996,42.860380174000056
Wollenberg Grain and Seed Elevator,2003,-78.82147405499995,42.89972419700007
Fishing Tug Katherine V,2003,-83.44909547499998,45.08146798400003
Stuart Welcome Arch,2004,-80.22013145099999,27.225609247000023
"McCormick, Leander, Observatory",2004,-78.52237481799995,38.03247366100004
DeTour Reef Light Station,2005,-83.90305347399999,45.94900414800003
King Street Overhead Bridge,2005,-81.34458400599993,35.24085680400003
Tarragona Tower,2005,-81.04668515999998,29.20036428900005
Indian Lake Road Stone Arch Bridge,2005,-83.24634375099998,42.79743461500004
Appomatix River Bridge,2005,-78.78907094899995,37.38387367800004
Entranceways at Main Street at Lamarck Drive and Smallwood Drive,2005,-78.77405703099998,42.96244851300003
"DAY PECKINPAUGH, (canal motorship)",2005,-78.70326777999998,43.164984824000044
Middle Island Light,2006,-83.32097133899998,45.19306926200005
Alpena Light,2006,-83.42304333499999,45.06032942600007
Clarkton Bridge,2007,-78.89260928899995,36.98055907400004
Chesapeake and Ohio 2755 Steam Locomotive,2006,-82.00976224199997,37.892899198000066
Elk River Coal and Lumber Company #10 Steam Locomotive,2006,-82.44079502899996,38.42362513300003
Oak Island Lighthouse,2007,-78.03491016099997,33.892758994000076
Olive Furnace,2007,-82.63040579299997,38.762187363000066
Southern Railway Company Overhead Bridge,2007,-81.34447734899999,35.241623581000056
Buffalo Harbor South Entrance Light,2007,-78.86730055499999,42.83341081000003
Page County Bridge No. 1990,2008,-78.34882630099997,38.806209023000065
Delhi Bridge,2008,-83.80929775199996,42.33367644400005
"Town Pump of East Sparta, The",2009,-81.35303896099998,40.66666771200005
Old Enon Road Stone Arch Culvert,2009,-83.87934361299995,39.86962976800004
Campbell's Covered Bridge,2009,-82.26413521599994,35.08570559800006
Valley Railroad Bridge,2009,-80.04490727599995,37.30411345300007
Crab Run Lane Truss Bridge,2009,-79.48964840199994,38.335028074000036
Conway Bridge,2009,-83.12510188099998,36.12397177200006
Conway Bridge,2009,-83.12510580799994,36.127820677000045
"Blaine Hill ""S"" Bridge",2010,-80.82083148699996,40.06692065300007
Blackford Bridge,2010,-82.01039446899995,36.96427452800003
Blackford Bridge,2010,-82.01044487799999,36.96468875700003
Griggs Brothers--Rochester Elevator Company Grain Elevator,2010,-83.14366281499997,42.68152862800008
Wolf Creek Bridge,2011,-81.10224359599994,37.24352578700007
Fowey Rocks Light,2011,-80.09641270299994,25.591842040000074
American Shoal Light,2011,-81.51926736699994,24.525002597000025
Port Austin Reef Light,2011,-82.98230070999995,44.08201627900007
Vesuvius Furnace--Stone Bridge (Boundary Decrease),2011,-82.63072832299997,38.60476775500007
"Smith, Arthur A., Covered Bridge",1983,-72.71880138999995,42.670107950000045
Old Covered Bridge,1978,-73.35426644199998,42.12408936400004
Stafford Hill Memorial,1986,-73.11583712499998,42.57457632100005
Ware--Hardwick Covered Bridge,1986,-72.21207871399997,42.31031244600007
Burkeville Covered Bridge,1988,-72.71171499399998,42.48374047400006
Golden Hill Bridge,1994,-73.24196642099997,42.321633115000054
Continental Clay Brick Plant,1980,-77.95820942999995,39.43329909900007
Van Metre Ford Stone Bridge,1977,-77.92751380899995,39.445111825000026
Perkins Square Gazebo,1983,-76.62896231799994,39.29573211500008
"Thomas Viaduct, Baltimore & Ohio Railroad",1966,-76.71320736199993,39.22198952700006
Carrollton Viaduct,1971,-76.65497981399994,39.27538006800006
Thomas Point Shoals Light Station,1975,-76.43569190299996,38.89879047900007
Bullfrog Road Bridge,1978,-77.24010059699998,39.69567346500003
Bennies Hill Road Bridge,1979,-77.56979184299996,39.40947588800003
Fourpoints Bridge,1978,-77.30087150199995,39.671510941000065
LeGore Bridge,1978,-77.31346400999996,39.58072007200008
Patterson Viaduct Ruins,1976,-76.76372323199996,39.25015770600004
Jericho Covered Bridge,1978,-76.38741025999997,39.45960902400003
Sharps Island Light,1982,-76.36768923699998,38.638599562000024
Piney Point Coast Guard Light Station,1976,-76.52950215199996,38.13518913400003
Havre de Grace Lighthouse,1976,-76.08494621199998,39.54068091000005
Utica Covered Bridge,1978,-77.39570568199997,39.52463811300004
Loys Station Covered Bridge,1978,-77.35197244999995,39.60742371500004
Roddy Road Covered Bridge,1978,-77.39388385599995,39.640710453000054
Old Mill Road Bridge,1979,-77.33839680999995,39.60202235100007
Poffenberger Road Bridge,1978,-77.57132594899997,39.38169398900004
One-Million-Liter Test Sphere,1977,-77.42874094499996,39.43440159200003
Cove Point Lighthouse,1973,-76.38163950099994,38.38620135900004
Clifton Park Valve House,1971,-76.58670717999996,39.319382533000066
B & O Bridge,1977,-77.71329453299995,39.504229278000025
Howard Street Tunnel,1973,-76.62053285399998,39.30481509400005
Howard Street Tunnel,1973,-76.61897244999994,39.284924025000066
Weiskittel-Roehle Burial Vault,1976,-76.67947481199997,39.27924589300005
Carousel at Glen Echo Park,1980,-77.13844182599996,38.966010211000025
Bollman Suspension and Trussed Bridge,1972,-76.82505024999995,39.134873164000055
Crum Road Bridge,1978,-77.32731698199996,39.47972133800005
Spacecraft Magnetic Test Facility,1985,-76.82510167199996,39.00683550000008
Wilson's Bridge,1982,-77.84783923199996,39.65766298700004
Shot Tower,1969,-76.60524820699999,39.290655549000064
Drum Point Lighthouse,1973,-76.46319746499995,38.33123141000004
IDA MAY,1985,-75.94670929199998,38.169629145000044
SEA GULL,1985,-75.94811280999994,38.12816015200008
CLAUDE W. SOMERS,1985,-76.28062619199994,38.836391727000034
STANLEY NORMAN,1985,-76.26003347999995,38.76632892500004
E.C. COLLIER,1985,-76.33109491499994,38.71300514400008
ELSWORTH,1985,-76.33109491499994,38.71300514400008
KATHRYN,1985,-76.33109491499994,38.71300514400008
MAGGIE LEE,1985,-76.33109491499994,38.71300514400008
MINNIE V,1985,-76.33109491499994,38.71300514400008
NELLIE L. BYRD,1985,-76.33109491499994,38.71300514400008
RALPH T. WEBSTER,1985,-76.33109491499994,38.71300514400008
RUBY G. FORD,1985,-76.33109491499994,38.71300514400008
SIGSBEE,1985,-76.33351367699998,38.71937559700007
VIRGINIA W,1985,-76.33351367699998,38.71937559700007
REBECCA T. RUARK,1985,-76.33109491499994,38.71300514400008
U.S.S. CONSTELLATION,1966,-76.61135052599997,39.28624623200005
HELIANTHUS III (yacht),1984,-76.49657438799994,38.975382883000066
"ELF, THE (yacht)",1980,-75.88660814099995,39.36205132300006
RELIANCE (Chesapeake Bay skipjack),1976,-76.33500122199996,38.71278035800003
BANCROFT (motor vessel),1980,-76.59141982599994,39.28165497100008
BERNICE J. (skipjack),1985,-76.06299105099998,39.20676593300004
PATRICIA (log canoe),1985,-76.06091708099996,38.564732744000025
OLIVER'S GIFT (log canoe),1985,-76.60591719099995,38.96626914700005
ISLAND IMAGE (log canoe),1985,-76.06243552099994,39.16991679900008
MYSTERY (log canoe),1985,-76.03741667599996,39.20825813400006
BILLIE P. HALL (log canoe),1985,-76.13989850699994,38.67429302600004
S. C. DOBSON (log canoe),1985,-76.15893571099997,38.692850028000066
SANDY (log canoe),1985,-76.31887149599999,38.76126391400004
ISLAND BIRD (log canoe),1985,-76.21917289099997,38.80010360600005
ISLAND BLOSSOM (log canoe),1985,-76.21917289099997,38.80010360600005
JAY DEE (log canoe),1985,-76.21917289099997,38.80010360600005
NODDY (log canoe),1985,-76.22104125899995,38.80161600900004
EDMEE S. (log canoe),1985,-76.21896071699996,38.78767036700003
MAGIC (log canoe),1985,-76.21983704299998,38.78504797900007
PERSISTENCE (log canoe),1985,-76.21983704299998,38.78504797900007
ROVER (log canoe),1985,-76.21983704299998,38.78504797900007
FLYING CLOUD (log canoe),1985,-76.28952003699999,38.78024474100005
SILVER HEEL (log canoe),1985,-76.09699692599997,39.12940799800003
CHESAPEAKE BAY BROGAN MUSTANG,1980,-76.48610077799998,38.97686841500007
CLARENCE CROCKETT,1985,-75.94811280999994,38.12816015200008
"F. C. LEWIS, JR",1985,-75.94811280999994,38.12816015200008
FANNIE L. DAUGHERTY,1985,-75.94811280999994,38.12816015200008
HOWARD (Skipjack),1985,-75.94811280999994,38.12816015200008
SUSAN MAY,1985,-75.94811280999994,38.12816015200008
THOMAS W. CLYDE,1985,-75.94811280999994,38.12816015200008
Western Maryland Railway Steam Locomotive No. 202,1984,-77.73459902499997,39.63507344000004
MARY W.SOMERS (Chesapeake Bay skipjack),1976,-77.05125084399998,38.45334733000004
ISLAND BELLE,1979,-76.02852755599997,37.99644004600003
Cabin John Aqueduct,1973,-77.14845588799994,38.97276393300007
Lombard Street Bridge,1972,-76.69997620299995,39.31679115500003
USS TORSK (submarine),1986,-76.60876752899998,39.284840323000026
USCGC TANEY (WHEC-37),1988,-76.60418619799998,39.27715468300005
Mount Royal Station,1973,-76.62014889599999,39.305766523000045
Seven-Foot Knoll Lighthouse,1989,-76.60561746399998,39.28398280400006
CHESAPEAKE (lightship),1980,-76.60925178799994,39.28573466000006
BALTIMORE (tug),1993,-76.59995658299994,39.274690021000026
NELLIE CROCKETT,1994,-75.88149056799995,39.363090397000065
KATHRYN (Chesapeake Skipjack),1994,-76.33109491499994,38.71300514400008
HILDA M. WILLING,1985,-76.33109491499994,38.71300514400008
"TENNISON, WM. B. (Chesapeake Bay Bugeye)",1980,-76.46055814499994,38.32513627600008
EDNA E. LOCKWOOD (Chesapeake Bay bugeye),1986,-76.21907583299998,38.78766916700005
SS JOHN W. BROWN (Liberty Ship),1997,-76.57156427899997,39.26994105500006
Welty's Mill Bridge,1983,-77.57192003699998,39.73779646100007
Allegheny Aqueduct,1984,-75.88655760799998,40.286066127000026
"Smith, William, House",1977,-74.98526458599997,40.26573985500005
Wagner Covered Bridge No. 19,1979,-76.37404691399996,40.892396811000026
Josiah Hess Covered Bridge No. 122,1979,-76.33936819999997,41.11494064800007
Fowlersville Covered Bridge,1979,-76.32720869699995,41.055269631000044
Johnson Covered Bridge No. 28,1979,-76.48353034599995,40.87797791100007
Patterson Covered Bridge No. 112,1979,-76.41714883499998,41.10950633700003
Kramer Covered Bridge No. 113,1979,-76.43193147799997,41.121123623000074
Riegel Covered Bridge No. 6,1979,-76.51338767099998,40.91227109300007
Rohrbach Covered Bridge No. 24,1979,-76.51168665099993,40.90013245000006
Parr's Mill Covered Bridge No. 10,1979,-76.47264748299995,40.90640305000005
Trenton City/Calhoun Street Bridge,1975,-74.77783519599996,40.219850731000065
Academia Pomeroy Covered Bridge,1979,-77.47220877599995,40.49367653400003
"Lehman's, Port Royal Covered Bridge",1979,-77.39560398799995,40.529251016000046
St. Mary's Covered Bridge,1980,-77.87795360399997,40.20585743500004
Martin's Mill Covered Bridge,1974,-77.77568788799994,39.76498845400005
Reading-Halls Station Bridge,1980,-76.83250355899997,41.23587143200007
Skippack Bridge,1970,-75.42176888699998,40.180457997000076
Starrucca Viaduct,1975,-75.58357666199998,41.964165844000036
Hassenplug Bridge,1980,-77.04961038199997,40.923660598000026
Stillwater Covered Bridge No. 134,1979,-76.36049942799997,41.151894853000044
Snyder Covered Bridge No. 17,1979,-76.39441486699997,40.90134051800004
Rupert Covered Bridge No. 56,1979,-76.47264889999997,40.98144027500007
Jud Christie Covered Bridge No. 95,1979,-76.47291724799999,41.19600043500003
"Eckman, Sam, Covered Bridge No. 92",1979,-76.49026849499995,41.17758197400008
Creasyville Covered Bridge,1979,-76.46123048799996,41.21209264700008
Shoemaker Covered Bridge,1979,-76.53603361999996,41.15139886800006
Twin Bridges-West Paden Covered Bridge No. 121,1979,-76.35671360299995,41.10699105100008
Davis Covered Bridge,1979,-76.43974235799999,40.911142631000075
Hollingshead Covered Bridge No. 40,1979,-76.44751634499994,40.95185191300004
Y Covered Bridge No. 156,1979,-76.36419633899999,41.28975630300005
Furnace Covered Bridge No. 11,1979,-76.45982988399999,40.906656170000076
Wanich Covered Bridge No. 69,1979,-76.48323194599999,41.03994574400008
Twin Bridges-East Paden Covered Bridge No. 120,1979,-76.35671360299995,41.10699105100008
Chain Bridge,1974,-75.24849080599995,40.65385205500007
Franklin Square,1981,-75.15041065599996,39.95562080500008
Logan Square,1981,-75.17055384399998,39.95793546200008
Reading Company Grain Elevator,1982,-75.17140498199996,39.961195813000074
Rittenhouse Square,1981,-75.17182030099997,39.949374110000065
Askew Bridge,1973,-75.92579283499998,40.34373362600007
Washington Square,1981,-75.15226467899998,39.94696880200007
High Bridge,1976,-75.82712304699999,39.984113164000064
Henniger Farm Covered Bridge,1978,-76.78393422399995,40.57735140300008
Walnut Street Bridge,1972,-76.88831716099997,40.255082472000026
Rockville Bridge,1975,-76.91132611899997,40.33307842700003
English Center Suspension Bridge,1978,-77.28882150699997,41.43476089200004
Keefer Covered Bridge No. 7,1979,-76.69149614999998,41.03311226200003
Schuylkill County Bridge No. 114,1978,-76.32557961699996,40.54416064800006
Schuylkill County Bridge No. 113,1978,-76.29489633799994,40.54522979800004
Etters Bridge,1986,-76.89732893499996,40.22412580800005
Thomas Mill Covered Bridge,1980,-75.22548652099994,40.07172518100003
U.S.S. OLYMPIA,1966,-75.13895678699998,39.965365887000075
DDI Electric Locomotive No. 36,1979,-76.16077163499995,39.982416870000066
BARNEGAT (lightship),1979,-75.14124531799996,39.939504492000026
Combination Baggage and Mail Car No. 5403,1979,-76.16077163499995,39.982416870000066
Consolidation Freight Locomotive No. 1187,1979,-76.16077163499995,39.982416870000066
Consolidation Freight Locomotive No. 2846,1979,-76.16077163499995,39.982416870000066
Consolidation Freight Locomotive No. 7688,1979,-76.16077163499995,39.982416870000066
Flat Car No. 473567,1979,-76.16077163499995,39.982416870000066
Freight Locomotive No. 5741,1979,-76.16077163499995,39.982416870000066
Mikado Freight Locomotive No. 520,1979,-76.16077163499995,39.982416870000066
Passenger Coach No. 3556,1979,-76.16077163499995,39.982416870000066
Passenger Day Coach No. 8177,1979,-76.16077163499995,39.982416870000066
Passenger Locomotive No. 1223,1979,-76.16077163499995,39.982416870000066
Passenger Locomotive No. 1737,1979,-76.16077163499995,39.982416870000066
Passenger Locomotive No. 460,1979,-76.16077163499995,39.982416870000066
Passenger Locomotive No. 7002,1979,-76.16077163499995,39.982416870000066
Passenger and Baggage Car No. 4639,1979,-76.16077163499995,39.982416870000066
Steel Hopper Car No. 33164,1979,-76.16077163499995,39.982416870000066
Steel Passenger Coach No. 1650,1979,-76.16077163499995,39.982416870000066
Steel Passenger Coach No. 1651,1979,-76.16077163499995,39.982416870000066
Wooden Baggage Express No. 6,1979,-76.16077163499995,39.982416870000066
Wooden Express Baggage No. 6076,1979,-76.16077163499995,39.982416870000066
